,id,No of bedrooms,No of bathrooms,living area,lot area,No of floors,waterfront present,No of views,house condition(from 5),house grade,house area(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,No of schools nearby,Distance from the airport,Price,date
2837,6762818091,4,2.25,1990,5948,2.0,0,0,3,8,1990,0,1991,0,122011,52.8012,-114.185,2150,6459,2,58,536000,06
2838,6762818120,4,2.75,3070,7201,2.0,0,0,3,9,3070,0,2006,0,122015,52.7197,-114.337,2880,8364,3,75,535000,06
2839,6762818655,4,2.5,3250,4500,2.0,0,0,3,8,3250,0,2009,0,122015,52.7244,-114.339,3030,4518,2,63,519000,06
2840,6762818970,3,1.75,2180,7700,1.0,0,0,3,8,1480,700,1961,0,122050,52.9894,-114.551,2180,7604,3,56,506000,06
2841,6762819258,3,2.5,2970,21907,2.0,0,0,3,9,2970,0,1998,1,122015,52.7041,-114.289,2040,27917,2,76,499500,06
2842,6762819425,4,1.75,2030,18295,1.5,0,0,4,7,2030,0,1975,0,122033,52.9626,-114.369,1970,7307,2,58,493000,06
2843,6762819852,3,2.75,2300,4637,2.0,0,0,3,8,2300,0,2008,0,122008,52.7516,-114.068,2420,5699,1,74,479500,06
2844,6762819858,2,2.25,1230,932,2.0,0,0,3,8,1020,210,2004,0,122047,52.8492,-114.491,1230,1064,3,78,479000,06
2845,6762819941,3,2.25,2280,5750,1.0,0,1,4,7,1150,1130,1985,0,122009,52.7941,-114.583,1500,5060,3,59,475000,06
2846,6762820061,2,1.0,900,5100,1.0,0,0,4,7,900,0,1909,0,122007,52.9104,-114.568,1400,5100,2,56,473000,06
2847,6762820081,3,2.5,1180,1262,3.0,0,0,3,8,1180,0,2010,0,122003,52.8681,-114.565,1180,2632,3,51,472000,06
2848,6762820257,4,2.5,2340,6896,2.0,0,0,3,7,2340,0,2001,0,122015,52.7196,-114.33,2950,6775,3,57,465950,06
2849,6762820278,2,2.75,1430,1425,2.0,0,0,3,7,995,435,2006,0,122047,52.851,-114.488,1500,1749,3,64,465000,06
2850,6762820279,2,2.0,1494,19271,2.0,1,4,3,7,1494,0,1943,1,122069,52.7028,-114.687,1494,43583,3,70,465000,06
2851,6762820557,4,1.5,1550,3000,1.5,0,0,3,7,1350,200,1918,0,122004,52.8904,-114.514,1710,5535,2,54,458000,06
2852,6762820752,4,2.5,1670,3315,2.0,0,0,3,7,1670,0,2005,0,122011,52.7832,-114.188,1650,2051,1,58,451000,06
2853,6762820944,4,2.5,2470,3811,2.0,0,0,3,8,2470,0,1999,0,122008,52.7662,-114.067,2400,4266,1,52,449950,06
2854,6762821222,4,2.0,1450,8400,1.5,0,0,4,7,1450,0,1962,0,122033,52.9585,-114.43,1450,7440,1,72,440000,06
2855,6762821459,2,1.0,1230,3800,1.0,0,0,3,7,1230,0,1928,0,122006,52.9097,-114.482,1610,3800,3,61,435000,06
2856,6762821460,3,2.25,1230,1238,2.0,0,0,3,8,1080,150,2009,0,122032,52.8819,-114.574,1230,953,1,76,435000,06
2857,6762821646,3,2.0,1730,9000,1.0,0,0,3,8,1370,360,1978,0,122012,52.7502,-114.237,2390,10000,2,60,430000,06
2858,6762821647,3,1.0,980,7200,1.0,0,0,4,7,980,0,1950,0,122009,52.8018,-114.585,1180,6572,2,71,430000,06
2859,6762822044,3,2.5,2890,21780,2.0,0,0,3,8,2890,0,2000,0,122070,52.6626,-114.476,2120,8117,1,53,421000,06
2860,6762822281,4,2.0,1610,9600,1.0,0,0,5,7,1610,0,1967,0,122053,52.7627,-114.376,1450,9600,2,60,415000,06
2861,6762822634,3,1.5,1880,7400,1.0,0,0,3,8,1480,400,1968,0,122014,53.0043,-114.46,1820,8660,1,55,405000,06
2862,6762822752,3,1.5,1450,7375,1.0,0,0,3,7,1010,440,1968,0,122033,52.9512,-114.369,1350,7440,3,64,402000,06
2863,6762822813,3,2.25,2140,11266,2.0,0,0,3,7,2140,0,1986,0,122055,52.9567,-114.156,2000,14174,3,65,400000,06
2864,6762823444,2,2.5,1620,3196,2.0,0,0,3,8,1620,0,2008,0,122008,52.7467,-114.068,1750,2828,2,55,386000,06
2865,6762823583,4,2.5,2210,7079,2.0,0,0,3,8,2210,0,1993,0,122067,52.6506,-114.373,1970,7000,2,62,382500,06
2866,6762823634,4,2.5,2150,37647,2.0,0,0,3,8,2150,0,1991,0,122035,52.5417,-114.273,2410,42193,2,56,380000,06
2867,6762823728,5,3.5,2800,7350,2.0,0,0,3,7,2800,0,1995,0,122034,52.7573,-114.535,2190,7620,2,79,379900,06
2868,6762823839,3,1.75,1160,22470,1.0,0,0,4,7,1160,0,1976,0,122058,52.9895,-114.42,1940,15999,3,72,375000,06
2869,6762824848,3,2.0,1380,3600,3.0,0,0,3,8,1380,0,2015,0,122044,52.8374,-114.495,1480,3600,3,77,350000,06
2870,6762824849,2,2.5,1260,1347,3.0,0,0,3,8,1260,0,2005,0,122028,52.9294,-114.531,1260,1356,3,68,350000,06
2871,6762825143,4,2.75,2250,7412,1.0,0,0,4,8,1480,770,1975,0,122046,52.6749,-114.319,2070,7632,1,54,345000,06
2872,6762825144,3,2.5,1680,2229,2.0,0,0,3,7,1680,0,2007,0,122014,52.9784,-114.512,1230,9300,1,72,345000,06
2873,6762825249,3,2.5,1270,2509,2.0,0,0,3,8,1270,0,2004,0,122034,52.7657,-114.555,1420,2206,3,71,343000,06
2874,6762825275,2,1.0,740,9134,1.0,0,0,3,6,740,0,1948,0,122051,52.7817,-114.462,1330,4635,3,63,342000,06
2875,6762825720,3,2.5,1530,9406,1.0,0,0,3,7,1270,260,1993,0,122015,52.7152,-114.352,1700,7682,2,60,332000,06
2876,6762825761,3,2.5,3040,4548,2.0,0,0,3,7,3040,0,2003,0,122023,52.5655,-114.358,2760,6926,1,67,330000,06
2877,6762826007,4,2.5,2610,7091,2.0,0,0,3,9,2610,0,1987,0,122018,52.5317,-114.539,2610,7773,3,50,325000,06
2878,6762826253,3,1.0,860,5060,1.5,0,0,3,7,860,0,1927,0,122038,52.9362,-114.531,880,5060,2,69,320000,06
2879,6762826686,4,2.0,1870,6000,1.5,0,0,3,7,1870,0,1956,0,122022,52.9455,-114.505,1520,7169,3,64,310000,06
2880,6762826896,3,2.25,2110,7665,1.0,0,0,4,7,1360,750,1973,0,122018,52.5382,-114.562,1660,8436,2,74,305000,06
2881,6762827421,4,2.5,1660,9760,2.0,0,0,3,7,1660,0,1994,0,122065,52.5935,-114.378,1580,9614,1,51,294999,06
2882,6762827720,3,2.5,1413,3600,2.0,0,0,3,8,1413,0,2011,0,122067,52.6522,-114.383,2150,3869,3,76,286800,06
2883,6762827930,4,2.25,1930,7207,1.0,0,0,4,7,1360,570,1988,0,122065,52.6083,-114.372,1760,7207,2,66,280000,06
2884,6762828332,3,2.0,1380,7476,1.0,0,0,3,7,1380,0,1989,0,122039,52.5636,-114.462,1600,7227,3,56,272000,06
2885,6762828492,2,1.5,1480,7276,1.0,0,0,4,6,940,540,1978,0,122053,52.7242,-114.356,1090,6710,1,61,269500,06
2886,6762828799,3,1.75,1440,12888,1.0,0,2,3,7,1090,350,1958,0,122056,52.701,-114.452,1710,12888,3,50,260000,06
2887,6762828800,3,1.5,1270,20700,1.0,0,0,2,7,1150,120,1948,0,122014,52.9876,-114.486,1990,15000,2,63,260000,06
2888,6762828910,3,2.0,1870,5909,1.0,0,0,3,7,1270,600,1986,0,122065,52.5965,-114.373,1870,7887,1,79,259000,06
2889,6762829013,3,1.75,1700,7532,1.0,0,0,3,7,1700,0,1987,0,122065,52.585,-114.366,1690,7405,2,77,255000,06
2890,6762829124,3,1.5,880,6600,1.0,0,0,5,6,880,0,1945,0,122063,52.7302,-114.437,1020,6600,3,63,253000,06
2891,6762829207,2,1.5,1088,1360,2.0,0,0,3,7,1088,0,1983,0,122033,52.9394,-114.403,1098,1469,2,53,250000,06
2892,6762829208,4,2.5,1800,8100,2.0,0,0,3,7,1800,0,1998,0,122024,52.5911,-114.237,1590,8100,1,67,250000,06
2893,6762829209,3,1.75,1160,6134,1.0,0,0,3,7,1160,0,1998,0,122072,52.5714,-114.408,1330,6301,1,54,250000,06
2894,6762829413,3,1.75,1370,8719,1.0,0,0,3,7,1370,0,1982,0,122035,52.5964,-114.277,1370,7525,3,50,247200,06
2895,6762829587,3,1.75,1280,7524,1.5,0,0,4,7,1280,0,1988,0,122067,52.6261,-114.378,1500,7777,1,64,242000,06
2896,6762829701,3,1.0,1140,8366,1.0,0,0,5,6,1140,0,1943,0,122046,52.7068,-114.367,960,7200,1,52,239950,06
2897,6762829801,3,1.75,1190,7280,1.0,0,0,4,7,1190,0,1968,0,122023,52.5451,-114.38,1250,7800,3,72,235000,06
2898,6762830031,3,2.0,1410,7466,1.0,0,0,3,7,1410,0,1983,0,122046,52.657,-114.337,1410,7610,3,50,229950,06
2899,6762830543,1,1.0,930,7129,1.0,0,0,3,6,930,0,1948,0,122038,52.9534,-114.523,1300,8075,1,66,210000,06
2900,6762830667,3,1.0,1320,7000,1.0,0,0,4,7,1320,0,1967,0,122072,52.5087,-114.395,1260,7455,3,57,206000,06
2901,6762830725,4,1.75,1740,9344,1.0,0,0,3,7,1180,560,1978,0,122018,52.5496,-114.589,1440,12884,2,72,204950,06
2902,6762830880,3,1.5,1430,7347,1.0,0,0,3,7,820,610,1980,0,122018,52.5227,-114.559,1430,8723,2,55,198000,06
2903,6762831037,3,1.5,1180,7000,1.0,0,0,4,7,1180,0,1977,0,122018,52.5266,-114.564,1180,7370,3,61,187500,06
2904,6762831244,4,1.0,1920,13787,1.0,0,0,4,7,1220,700,1966,0,122070,52.6802,-114.467,1490,11200,2,73,170000,06
2905,6762831474,4,0.75,1440,13300,1.0,0,0,3,6,1440,0,1948,0,122031,52.7061,-114.527,1460,11100,2,77,142500,06
2906,6762810029,4,3.0,6430,27517,2.0,0,0,3,12,6430,0,2001,0,122048,52.8508,-114.409,3720,14592,1,71,4490000,06
2907,6762810065,4,4.25,4850,12445,2.0,1,4,5,10,3850,1000,1989,0,122033,52.9311,-114.434,3350,12210,3,70,3000000,06
2908,6762810450,6,5.0,6050,230652,2.0,0,3,3,11,6050,0,2001,0,122036,52.8333,-114.133,4210,233971,1,50,1600000,06
2909,6762810641,3,2.0,2020,5500,1.5,0,3,3,10,1790,230,1937,0,122032,52.8688,-114.599,2580,5500,1,56,1400000,06
2910,6762810642,4,2.75,3870,10046,2.0,0,0,3,11,3870,0,2005,0,122010,52.8951,-114.381,3560,10046,3,65,1400000,06
2911,6762810684,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,122027,52.7803,-114.292,3860,11244,3,58,1380000,06
2912,6762811088,4,3.5,4680,9700,2.0,0,0,3,10,3360,1320,2005,0,122027,52.8003,-114.355,2800,12343,1,64,1160000,06
2913,6762811624,4,2.5,4270,43386,1.0,0,0,3,10,2680,1590,1991,0,122045,52.9215,-114.243,3630,36180,2,77,975000,06
2914,6762811992,4,2.5,3640,10576,2.0,0,0,3,11,3640,0,1999,0,122020,52.8199,-114.169,3370,10351,2,55,913000,06
2915,6762812060,6,3.0,3020,13783,2.0,0,0,3,8,3020,0,1952,1,122057,52.8022,-114.416,1720,13500,1,80,900000,06
2916,6762812416,4,2.25,2190,4080,2.0,0,0,3,8,1800,390,1918,0,122003,52.8725,-114.548,2100,4080,2,59,855000,06
2917,6762812459,5,3.5,3450,28324,1.0,0,0,5,8,2350,1100,1972,0,122010,52.9291,-114.386,2640,14978,2,74,850000,06
2918,6762812714,4,3.5,3810,9792,2.0,0,0,3,9,3810,0,1938,1,122052,52.7318,-114.57,1950,9792,1,56,825000,06
2919,6762812777,4,2.5,3170,8523,2.0,0,0,3,9,3170,0,2008,0,122010,52.9154,-114.374,3230,8523,2,50,820000,06
2920,6762813365,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,122005,52.9197,-114.288,2700,13992,3,69,770000,06
2921,6762813366,4,2.5,3210,14910,2.0,0,0,3,10,3210,0,1995,0,122019,52.8373,-114.252,3280,14910,3,68,770000,06
2922,6762813450,4,2.5,2790,7938,2.0,0,0,3,9,2790,0,1997,0,122019,52.8523,-114.216,2780,7779,3,63,764000,06
2923,6762813810,3,2.5,2420,43177,2.0,0,4,4,8,1690,730,1989,0,122020,52.799,-114.248,3740,8717,1,54,739888,06
2924,6762814218,4,1.75,1980,10800,1.0,0,0,5,6,990,990,1948,0,122057,52.8068,-114.412,2180,10800,2,73,711000,06
2925,6762814546,3,3.25,1540,1428,3.0,0,0,3,9,1540,0,2013,0,122028,52.8948,-114.543,1660,3300,1,67,690000,06
2926,6762814604,3,3.0,3450,16200,2.0,0,0,3,10,3450,0,1983,0,122019,52.8619,-114.231,3130,12150,3,53,688000,06
2927,6762815237,5,1.75,1260,4500,1.5,0,0,3,7,1260,0,1926,0,122003,52.8752,-114.559,1410,4388,2,67,650000,06
2928,6762815238,3,1.75,2920,9370,1.0,0,0,4,8,1620,1300,1981,0,122027,52.7791,-114.341,2890,9609,2,80,650000,06
2929,6762815239,3,1.5,1320,8114,1.0,0,0,3,8,1320,0,1951,0,122048,52.8127,-114.385,2110,8114,3,53,650000,06
2930,6762815385,5,2.75,2870,4461,1.0,0,0,3,7,1650,1220,1976,0,122026,52.905,-114.58,1890,4196,2,72,646000,06
2931,6762815660,4,2.5,2807,9430,2.0,0,0,3,8,2807,0,1996,0,122058,52.9749,-114.413,2028,11056,1,65,630000,06
2932,6762815890,4,2.5,1910,7683,2.0,0,0,3,8,1910,0,1987,0,122012,52.7944,-114.282,1980,8485,2,75,620000,06
2933,6762815994,5,2.25,2480,12070,2.0,0,0,3,9,2480,0,1978,0,122019,52.861,-114.242,2570,12000,2,63,615000,06
2934,6762816789,4,2.5,3250,5000,2.0,0,0,3,8,3250,0,2008,0,122015,52.7288,-114.338,3230,5507,2,67,580000,06
2935,6762817010,5,3.25,3160,10000,2.0,0,0,4,8,3160,0,1980,0,122012,52.75,-114.237,2130,10000,3,68,574950,06
2936,6762817058,4,2.5,2290,6738,2.0,0,0,3,8,2290,0,1996,0,122011,52.8014,-114.195,2100,6261,3,51,570000,06
2937,6762817145,5,3.5,3260,58806,2.0,0,0,4,8,3260,0,1969,0,122035,52.6003,-114.349,1810,17927,2,51,568450,06
2938,6762817258,2,2.0,1690,4500,1.0,0,0,3,8,1690,0,2004,0,122045,52.9433,-114.221,1640,4500,1,57,564000,06
2939,6762817290,5,3.0,2795,15101,2.0,0,0,3,8,2795,0,1996,0,122055,52.9601,-114.162,2750,14567,1,69,562000,06
2940,6762817403,2,1.0,1240,6400,1.0,0,1,4,7,1060,180,1938,0,122064,52.7793,-114.567,1240,6400,2,50,559000,06
2941,6762817456,3,1.75,2040,6000,1.0,0,0,5,7,1120,920,1958,0,122009,52.7988,-114.587,1530,6250,1,50,555000,06
2942,6762817509,5,2.25,1870,11411,1.0,0,0,4,8,1170,700,1961,0,122014,52.9745,-114.479,2420,10793,2,69,554000,06
2943,6762817816,3,2.5,1560,9361,1.5,0,0,4,7,1360,200,1936,0,122059,52.7891,-114.485,1670,6244,1,57,545500,06
2944,6762817950,4,2.5,2050,34222,2.0,0,0,4,8,2050,0,1989,0,122037,52.9872,-114.212,2240,51400,3,77,540000,06
2945,6762817951,3,1.75,1970,8200,1.0,0,0,5,8,1420,550,1963,0,122050,52.9902,-114.553,2140,8000,3,57,540000,06
2946,6762818084,3,1.75,1930,6360,1.0,0,0,3,9,1930,0,2013,0,122008,52.7481,-114.075,2770,6373,1,71,536751,06
2947,6762818121,3,2.0,2120,4080,2.0,0,0,3,7,2120,0,2003,0,122045,52.912,-114.227,2280,4080,3,78,535000,06
2948,6762818122,4,2.5,2610,4595,2.0,0,0,3,8,2610,0,2008,0,122058,53.0028,-114.425,2440,4588,2,55,535000,06
2949,6762818714,4,2.5,2920,7700,2.0,0,0,3,9,2920,0,2003,0,122055,52.9651,-114.165,2920,8943,3,71,515500,06
2950,6762818727,3,3.5,1360,1419,2.0,0,0,3,8,1040,320,2007,0,122026,52.8997,-114.561,1560,1977,1,61,515000,06
2951,6762818955,5,3.25,3850,16249,2.0,0,2,3,9,3030,820,2002,0,122023,52.5624,-114.358,2640,7393,1,52,507000,06
2952,6762818956,4,1.75,1770,9375,1.0,0,0,4,7,1170,600,1968,0,122005,52.9235,-114.302,1540,9375,2,53,507000,06
2953,6762819630,2,2.5,1430,923,3.0,0,0,3,8,1410,20,2008,0,122028,52.8983,-114.545,1620,1505,2,65,485000,06
2954,6762819734,3,3.25,1380,1120,3.0,0,0,3,8,1380,0,2008,0,122028,52.8917,-114.539,1310,1405,2,69,482000,06
2955,6762819942,3,1.75,1700,8432,1.0,0,0,3,8,1230,470,1977,0,122022,52.9521,-114.507,1800,7842,2,58,475000,06
2956,6762820192,5,2.5,2240,7543,1.0,0,0,3,7,1140,1100,1966,0,122050,53.0056,-114.562,2110,7408,2,58,469000,06
2957,6762820280,3,1.75,1510,4800,1.0,0,2,3,7,860,650,1925,1,122064,52.7967,-114.562,1510,4800,2,64,465000,06
2958,6762820418,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,122053,52.7528,-114.389,1900,7349,1,51,461000,06
2959,6762820616,3,1.75,1180,14292,1.0,0,0,3,7,1180,0,1981,0,122025,52.7118,-113.923,1480,14400,3,56,455000,06
2960,6762820782,3,1.75,1180,4080,1.0,0,0,4,6,760,420,1928,0,122007,52.9125,-114.581,1490,4080,2,51,450000,06
2961,6762821223,4,2.5,2410,4780,2.0,0,0,3,7,2410,0,2000,0,122008,52.7626,-114.069,2410,4025,1,74,440000,06
2962,6762821998,3,2.0,1670,7700,1.0,0,0,3,7,1170,500,1972,0,122033,52.955,-114.39,1500,7875,2,60,424000,06
2963,6762822282,3,1.75,1270,4800,1.0,0,0,3,7,1270,0,1952,1,122064,52.7662,-114.566,1220,4800,1,69,415000,06
2964,6762822283,4,2.5,2020,5501,2.0,0,0,3,7,2020,0,2010,0,122015,52.7237,-114.34,2020,5494,2,61,415000,06
2965,6762822461,4,2.0,1970,10500,1.0,0,0,3,8,1820,150,1961,0,122031,52.709,-114.546,2090,12300,2,57,410000,06
2966,6762822584,4,1.5,2310,68824,2.0,0,0,4,7,2310,0,1968,0,122062,52.5654,-114.221,2020,39900,3,52,407450,06
2967,6762822716,5,2.5,3600,17300,1.0,0,0,4,8,2410,1190,1968,0,122031,52.6768,-114.531,2620,30200,2,78,403500,06
2968,6762822814,3,1.75,1050,6150,1.5,0,0,4,6,950,100,1928,0,122009,52.8015,-114.584,1360,6150,2,54,400000,06
2969,6762823548,3,3.25,1689,1388,3.0,0,0,3,8,1689,0,2008,0,122022,52.9474,-114.507,1459,1384,3,54,384400,06
2970,6762823840,2,1.0,940,9839,1.0,0,0,3,6,940,0,1910,0,122016,52.7679,-114.576,1330,8740,3,61,375000,06
2971,6762823841,3,2.5,1950,6871,2.0,0,0,3,8,1950,0,1997,0,122014,52.9903,-114.497,1950,7663,2,59,375000,06
2972,6762824253,3,2.5,2640,6715,2.0,0,0,3,8,1680,960,1991,0,122046,52.671,-114.315,2260,7373,3,53,365000,06
2973,6762825243,2,1.0,1100,4200,1.0,0,0,3,7,1100,0,1954,0,122016,52.7612,-114.582,1240,4000,3,53,343566,06
2974,6762825762,3,2.5,1600,26977,2.0,0,0,3,8,1600,0,2005,0,122055,53.0036,-114.091,1790,27743,2,52,330000,06
2975,6762826008,3,2.75,2200,7000,1.0,0,0,4,7,1280,920,1977,0,122046,52.6874,-114.359,1670,7000,1,75,325000,06
2976,6762826201,4,2.5,1820,6753,2.0,0,0,3,7,1820,0,1994,0,122024,52.6145,-114.222,1820,7107,3,70,322500,06
2977,6762826475,3,2.5,1730,6368,2.0,0,0,3,7,1730,0,1993,0,122024,52.5805,-114.222,1780,6597,1,68,315000,06
2978,6762826687,4,2.5,2660,12672,1.0,0,0,4,8,1740,920,1960,0,122040,52.5634,-114.513,2280,12477,3,68,310000,06
2979,6762826795,3,2.25,1490,1294,2.0,0,0,3,7,1220,270,2010,0,122034,52.7869,-114.553,1490,1283,1,52,309000,06
2980,6762827077,3,2.5,1700,3575,2.0,0,0,3,7,1700,0,2000,0,122059,52.7718,-114.485,1590,3380,3,70,300000,06
2981,6762827078,3,1.0,910,7700,1.0,0,0,4,7,910,0,1971,0,122033,52.9603,-114.428,1250,7700,3,65,300000,06
2982,6762827253,5,2.5,2220,9360,1.0,0,0,4,7,1110,1110,1968,0,122046,52.6641,-114.359,1780,7704,2,64,299000,06
2983,6762827358,3,2.0,1380,8682,1.0,0,0,4,7,1380,0,1966,0,122060,52.6538,-114.512,1410,10594,1,52,295000,06
2984,6762827684,4,2.5,2570,9000,1.0,0,0,4,8,1590,980,1979,0,122018,52.5286,-114.562,2120,8571,1,72,287500,06
2985,6762827829,3,1.0,990,10723,1.0,0,0,5,7,990,0,1960,0,122015,52.7187,-114.323,1460,10723,2,50,284950,06
2986,6762828026,5,1.75,2150,7171,1.0,0,0,4,7,1460,690,1970,0,122067,52.6252,-114.366,1710,7300,3,79,279950,06
2987,6762828287,3,2.25,1720,9000,1.0,0,0,4,8,1320,400,1969,0,122018,52.5491,-114.573,1930,8000,1,73,274500,06
2988,6762828569,3,2.25,1584,2800,2.0,0,0,3,7,1584,0,2012,0,122072,52.5754,-114.404,1584,2800,2,70,267000,06
2989,6762828614,4,1.5,2050,7100,1.0,0,0,3,7,1050,1000,1963,0,122039,52.5695,-114.47,1950,7350,1,53,265000,06
2990,6762828701,4,1.75,1770,9011,1.0,0,0,5,7,1050,720,1983,0,122035,52.5946,-114.266,1410,8530,3,55,264950,06
2991,6762828717,4,1.75,1820,8118,1.0,0,0,4,7,1080,740,1980,0,122067,52.6404,-114.362,1810,8050,3,76,264000,06
2992,6762829111,4,2.0,2030,9600,1.5,0,0,3,6,1430,600,1947,0,122070,52.6759,-114.462,1820,14600,2,65,253779,06
2993,6762829187,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,122031,52.6713,-114.539,1930,11871,1,62,250275,06
2994,6762829588,3,2.0,1260,8092,1.0,0,0,3,7,1260,0,1986,0,122024,52.5935,-114.244,1950,8092,1,63,242000,06
2995,6762829625,2,1.0,670,10920,1.0,0,0,3,6,670,0,1942,0,122052,52.7428,-114.562,900,7425,3,65,240000,06
2996,6762829702,3,1.75,1670,6900,1.0,0,0,3,7,1170,500,1978,0,122018,52.5275,-114.57,1740,7000,3,56,239950,06
2997,6762829953,2,1.0,1080,9435,1.0,0,0,3,6,1080,0,1958,0,122046,52.689,-114.371,1200,9210,1,59,230000,06
2998,6762830270,3,1.0,1130,12519,1.0,0,0,3,7,1130,0,1958,0,122053,52.7265,-114.366,1460,12507,2,55,220000,06
2999,6762830668,2,1.5,1820,8867,2.0,0,0,3,7,1820,0,1921,0,122056,52.7064,-114.459,1430,9288,1,68,206000,06
3000,6762830963,3,1.0,1080,8580,1.5,0,0,3,6,1080,0,1900,0,122056,52.7016,-114.452,1800,12672,2,80,192500,06
3001,6762830982,1,1.0,720,4800,1.0,0,0,3,6,720,0,1914,0,122051,52.7603,-114.46,1240,4860,2,80,190000,06
3002,6762831124,3,2.25,1990,6350,2.0,0,0,3,7,1990,0,1967,0,122043,52.6122,-114.506,1220,6250,3,68,180000,06
3003,6762831190,2,1.0,660,5000,1.0,0,0,3,6,660,0,1915,0,122034,52.7964,-114.554,1000,5000,2,78,175000,06
3004,6762831191,6,1.0,1370,5080,1.5,0,0,3,6,1120,250,1931,0,122034,52.7538,-114.54,1020,5080,2,63,175000,06
3005,6762810183,5,4.75,5990,10450,2.0,1,4,3,11,4050,1940,2002,0,122012,52.7854,-114.267,3330,14810,2,79,2200000,06
3006,6762810302,5,3.0,3880,13000,2.0,0,0,3,10,3880,0,1972,1,122057,52.7767,-114.424,3470,13701,3,61,1820000,06
3007,6762810520,4,3.25,3620,5131,2.0,0,3,4,11,2350,1270,1927,0,122003,52.8799,-114.56,2550,5174,2,62,1530000,06
3008,6762810606,3,3.5,3870,3819,2.0,0,0,3,11,2760,1110,2002,0,122013,52.8752,-114.507,2530,5500,3,62,1440000,06
3009,6762810750,4,2.5,2440,3600,2.5,0,0,4,8,2440,0,1902,0,122003,52.8598,-114.552,2440,5440,2,50,1330000,06
3010,6762810782,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,2005,0,122051,52.7632,-114.455,3600,22124,3,52,1310000,06
3011,6762810925,4,3.5,3820,13224,2.0,0,0,3,10,3280,540,1990,0,122048,52.8305,-114.389,3340,9700,2,59,1240000,06
3012,6762811041,5,3.0,3330,19126,2.0,0,0,4,11,2610,720,1977,0,122057,52.7785,-114.404,3330,16893,2,60,1190000,06
3013,6762811298,5,3.5,3990,9938,2.0,0,0,3,11,3990,0,2001,0,122015,52.7498,-114.346,3490,11734,3,66,1070000,06
3014,6762811418,3,2.5,2430,10500,2.0,0,1,3,9,2430,0,1989,0,122048,52.8118,-114.388,3440,12842,2,69,1030000,06
3015,6762811803,2,2.5,2540,7089,2.0,0,0,3,9,2540,0,2004,0,122009,52.8047,-114.604,1330,7089,3,72,945000,06
3016,6762811871,5,2.0,3530,9385,1.5,0,0,3,9,3530,0,1925,0,122054,52.8074,-114.475,4100,9203,1,70,930000,06
3017,6762811896,4,2.5,3280,209088,2.0,0,0,3,10,3280,0,1994,0,122045,52.8853,-114.213,2460,39498,2,64,925000,06
3018,6762812096,4,2.25,2370,6000,1.0,0,2,3,8,1440,930,1959,0,122050,52.9323,-114.578,3280,8843,3,79,899000,06
3019,6762812460,2,1.75,1590,5136,1.5,0,3,3,9,1320,270,1927,0,122032,52.8724,-114.601,2520,5243,2,80,850000,06
3020,6762812922,3,3.0,3910,19023,2.0,0,0,3,11,3910,0,1985,0,122041,52.9253,-114.104,1860,15001,2,56,805000,06
3021,6762813039,4,2.5,2590,7910,2.0,0,0,3,9,2590,0,2001,0,122006,52.9278,-114.474,1700,7488,1,74,799000,06
3022,6762813285,4,2.75,3010,15992,2.0,0,0,3,11,3010,0,1996,0,122020,52.8195,-114.184,3330,12333,2,60,775000,06
3023,6762813367,3,2.5,2650,40705,2.0,0,0,3,9,2650,0,1994,0,122045,52.898,-114.253,2550,42625,1,69,770000,06
3024,6762813547,4,2.25,2160,5600,1.0,0,0,5,7,1080,1080,1947,0,122003,52.8742,-114.562,1850,5150,1,64,756000,06
3025,6762813607,3,3.5,3390,10078,2.0,0,0,3,10,3040,350,2012,0,122053,52.767,-114.375,3290,12332,2,64,750000,06
3026,6762813874,4,2.5,2650,6884,2.0,0,0,3,8,2650,0,2012,0,122045,52.9201,-114.205,2520,5866,1,64,734990,06
3027,6762813959,3,2.5,2320,6775,1.0,0,0,3,8,2320,0,2008,0,122045,52.9458,-114.206,1680,4750,1,57,728050,06
3028,6762814075,4,2.5,2440,34290,2.0,0,0,3,9,2440,0,1987,0,122045,52.8985,-114.234,2860,38119,3,63,720000,06
3029,6762814209,3,2.75,3200,6699,2.0,0,0,3,9,3200,0,2004,0,122020,52.8184,-114.181,3020,6699,3,54,712000,06
3030,6762814329,3,2.0,1360,5980,1.5,0,0,3,8,1360,0,1945,1,122009,52.8152,-114.578,1520,4440,3,60,703000,06
3031,6762814698,6,2.0,1670,3000,1.0,0,0,5,7,900,770,1911,0,122004,52.8937,-114.506,1330,1099,3,79,680000,06
3032,6762815037,4,2.5,2496,8058,2.0,0,0,3,9,2496,0,1998,0,122005,52.9091,-114.339,2496,7757,1,64,661000,06
3033,6762815104,4,3.0,2620,18362,1.0,0,0,4,8,1870,750,1956,0,122027,52.7946,-114.374,2630,16792,1,72,659500,06
3034,6762815386,4,2.5,2310,4079,2.0,0,0,3,8,2310,0,2008,0,122007,52.9237,-114.551,1220,4800,3,51,646000,06
